"Bronte_Jane" "Bronte_Shirley" "Bronte_Vilette" "Dickens_Expectations" "Dickens_Oliver" "Dickens_Tale" "Fitzgerald_Damned" "Fitzgerald_Gatsby" "Fitzgerald_Tender" "Lawrence_Rainbow" "Lawrence_Sons" "Lawrence_Women" "Stein_Americans" "Stein_Buttons" "Stein_Lives" "Twain_Huckleberry" "Twain_Prince" "Twain_Sawyer" "Wharton_House" "Wharton_Innocence" "Wharton_Valley" "Woolf_Dalloway" "Woolf_Lighthouse" "Woolf_Years"
"degree" 0.00961312512016406 0.0037021440041464 0.00872913992297818 0.00485135972832386 0.00759811060316335 0.00801311236568931 0.00080141048244911 0.00402730512877308 0.00274627193584709 0.00692299499414208 0 0.0043368425617729 0.00268685131732482 0.00668493883280968 0 0 0.0206736661793588 0.00413069519600149 0.00460546515198035 0.00294432285481544 0.00390063775427282 0.0015648962473788 0 0
"flat" 0.000534062506675781 0.0023138400025915 0.00410783055198973 0.00754655957739266 0.00379905530158167 0.00072846476051721 0.00160282096489822 0.0120819153863192 0.00549254387169418 0.00532538076472468 0.00730055788429832 0.00921579044376741 0.000383835902474974 0.0133698776656194 0.00464522122866102 0.00538720538720539 0.00738345220691386 0.00413069519600149 0.00690819772797052 0.00392576380642059 0.00325053146189402 0.0125191699790304 0.00287150035893754 0.00934921661355792
"foolish" 0.00106812501335156 0.0032393760036281 0.000513478818998716 0.00269519984906881 0.00253270353438778 0.00218539428155163 0.00080141048244911 0.00201365256438654 0.00549254387169418 0.00266269038236234 0.00365027894214916 0.00271052660110806 0.00537370263464963 0.00668493883280968 0.0290326326791313 0.00628507295173962 0.0118135235310622 0.00275379679733432 0.00537304267731041 0.00981440951605147 0.00130021258475761 0.0031297924947576 0.00430725053840632 0.00701191246016844
"gerty" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.115136628799509 0 0 0 0 0
"journey" 0.0101471876268398 0.0013883040015549 0.0030808729139923 0.00485135972832386 0.00759811060316335 0.0182116190129302 0.00400705241224555 0.00201365256438654 0.00366169591446278 0.00266269038236234 0.00425865876584069 0.00325263192132968 0 0.00668493883280968 0.00116130530716525 0.00359147025813692 0.00886014264829664 0.00137689839866716 0.00230273257599017 0.00588864570963088 0.0149524447247125 0 0.00143575017946877 0.00155820276892632
"lonely" 0.012283437653543 0.0069415200077745 0.00410783055198973 0.00539039969813762 0.00823128648676029 0.00582771808413768 0.00080141048244911 0.00402730512877308 0.00549254387169418 0.0015976142294174 0.00790893770798985 0.00216842128088645 0.000959589756187435 0 0.00232261061433051 0.000897867564534231 0.00295338088276555 0.00688449199333581 0.00460546515198035 0.00687008666123603 0.00455074404665163 0.0062595849895152 0.00287150035893754 0.00233730415338948
"mysterious" 0.00373843754673047 0.0009255360010366 0.000513478818998716 0.00754655957739266 0.00506540706877556 0.00437078856310326 0.00881551530694021 0.00402730512877308 0.000915423978615696 0.00532538076472468 0.000608379823691527 0.00487894788199451 0.000383835902474974 0 0.013935663685983 0.00269360269360269 0.00590676176553109 0.00826139039200297 0.00460546515198035 0.0157030552256823 0.0123520195551973 0.0062595849895152 0.00143575017946877 0.0038955069223158
"pavement" 0.00640875008010938 0.004627680005183 0.0061617458279846 0.00431231975851009 0.00823128648676029 0.00582771808413768 0.00080141048244911 0 0.000915423978615696 0.00213015230588987 0.00425865876584069 0.00379473724155129 0 0 0 0 0 0 0.00460546515198035 0.00196288190321029 0.00130021258475761 0.0219085474633032 0 0.0335013595319159
"presented" 0.00427250005340625 0.0069415200077745 0.00513478818998716 0.00970271945664771 0.0107639900211481 0.013840830449827 0.00240423144734733 0 0.00549254387169418 0.00106507615294494 0.00121675964738305 0.00108421064044323 0.000383835902474974 0 0.00116130530716525 0 0.00738345220691386 0.00413069519600149 0.0145839729812711 0.00392576380642059 0.00845138180092445 0 0.00143575017946877 0
"puzzled" 0.00640875008010938 0.0074042880082928 0.00667522464698331 0.00323423981888257 0 0 0.00560987337714377 0.00201365256438654 0.00274627193584709 0.0101182234529769 0.00243351929476611 0.00704736916288096 0.00211109746361236 0 0.00116130530716525 0.00179573512906846 0.00886014264829664 0.00275379679733432 0.00997850782929076 0.00490720475802573 0.00195031887713641 0 0 0.0101283179980211
"uneasy" 0.00320437504005469 0.0027766080031098 0.00256739409499358 0.00592943966795138 0.00316587941798473 0.00364232380258605 0.00400705241224555 0.00805461025754616 0.00366169591446278 0.0143785280647566 0.00243351929476611 0.00758947448310258 0.00134342565866241 0 0.0116130530716525 0.0143658810325477 0.00295338088276555 0.00688449199333581 0.00460546515198035 0 0.000650106292378804 0 0.00717875089734386 0.00155820276892632
"cottage" 0.00801093760013672 0.0273033120305797 0.000513478818998716 0.00161711990944129 0.00569858295237251 0.00145692952103442 0 0 0.00183084795723139 0.0117158376823943 0.0109508368264475 0.0043368425617729 0 0 0 0 0 0 0 0 0 0.0031297924947576 0.00430725053840632 0.0038955069223158
"der" 0.000534062506675781 0 0 0 0 0 0 0 0.00366169591446278 0 0.00486703858953222 0.000542105320221613 0 0 0 0 0 0 0 0.132494528466695 0 0 0 0
"tiny" 0.00373843754673047 0.0027766080031098 0.00718870346598203 0 0 0.00072846476051721 0.00480846289469466 0.00402730512877308 0.000915423978615696 0.0213015230588987 0.0182513947107458 0.0151789489662052 0 0.0133698776656194 0 0 0.00147669044138277 0 0.00153515505066012 0.00490720475802573 0.00195031887713641 0 0.00143575017946877 0
"twilight" 0.00747687509346094 0.0069415200077745 0.00718870346598203 0.00107807993962752 0.00126635176719389 0.00291385904206884 0.00721269434204199 0.0181228730794789 0.00640796785030987 0.00745553307061455 0.00547541841322374 0.00650526384265935 0 0 0 0 0.00590676176553109 0.00963828879067014 0.00690819772797052 0.00294432285481544 0.00780127550854565 0.0015648962473788 0.00143575017946877 0.00077910138446316
"becoming" 0.00534062506675781 0.0027766080031098 0.00359435173299101 0.00107807993962752 0.00759811060316335 0.00218539428155163 0.00480846289469466 0 0.00549254387169418 0.0138459899882842 0.00243351929476611 0.00650526384265935 0.000959589756187435 0 0.00232261061433051 0 0.00443007132414832 0.00137689839866716 0.00690819772797052 0.00588864570963088 0.00520085033903043 0.0046946887421364 0.00717875089734386 0.00934921661355792
"clever" 0.0058746875734336 0.0055532160062196 0.00513478818998716 0.00107807993962752 0.00886446237035724 0 0.00480846289469466 0.00201365256438654 0.00183084795723139 0.00692299499414208 0.00790893770798985 0.00487894788199451 0.00191917951237487 0.00668493883280968 0 0.000897867564534231 0 0 0.0115136628799509 0.00981440951605147 0 0.00938937748427279 0.00861450107681263 0.00467460830677896
"dancing" 0.00106812501335156 0.0009255360010366 0.00359435173299101 0.00215615987925505 0.000633175883596946 0.00364232380258605 0.0128225677191858 0.00805461025754616 0.00640796785030987 0.00852060922355949 0.00486703858953222 0.0086736851235458 0.0015353436098999 0 0.00116130530716525 0.000897867564534231 0.00590676176553109 0.00275379679733432 0.00307031010132023 0.00490720475802573 0.00585095663140924 0.0125191699790304 0.00430725053840632 0.0116865207669474
"darnay" 0 0 0 0 0 0.107812784556547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"explaining" 0.000534062506675781 0.0013883040015549 0 0.00107807993962752 0.00126635176719389 0.00218539428155163 0.00240423144734733 0 0.000915423978615696 0 0 0.00108421064044323 0.0232220720997359 0.00668493883280968 0.00116130530716525 0 0 0 0.00307031010132023 0 0.00260042516951522 0 0 0
"heat" 0.00160218752002734 0.0041649120046647 0.00667522464698331 0.00269519984906881 0.00253270353438778 0.00364232380258605 0.00560987337714377 0.0281911359014116 0.00640796785030987 0.00905314730003195 0.00243351929476611 0.00216842128088645 0.000383835902474974 0.0401096329968581 0.00580652653582627 0.000897867564534231 0.00443007132414832 0.00413069519600149 0.00307031010132023 0.00687008666123603 0.00325053146189402 0.0203436512159244 0.00430725053840632 0.00311640553785264
"hortense" 0 0.0472023360528666 0 0 0 0 0 0 0 0 0 0 0.0088282257569244 0 0 0 0 0 0 0 0 0 0 0
"peggy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.115307004900548
"reflected" 0.00640875008010938 0.0041649120046647 0.00462130937098845 0.00592943966795138 0.00126635176719389 0.00291385904206884 0 0.00201365256438654 0.000915423978615696 0.00106507615294494 0.00121675964738305 0.00379473724155129 0 0 0 0 0.00295338088276555 0.00550759359466865 0.0161191280319312 0.0137401733224721 0.0110518069704397 0.0046946887421364 0.0172290021536253 0.0116865207669474
"silly" 0.00267031253337891 0.004627680005183 0.00359435173299101 0.000539039969813762 0.000633175883596946 0 0.00881551530694021 0.00402730512877308 0.00457711989307848 0.00532538076472468 0.0066921780606068 0.00813157980332419 0.00345452312227477 0 0.0209034955289746 0.00179573512906846 0 0 0.00307031010132023 0.00490720475802573 0.00260042516951522 0.0172138587211668 0.00574300071787509 0.00311640553785264
"sounds" 0.00640875008010938 0.0050904480057013 0.00513478818998716 0.00323423981888257 0.00569858295237251 0.00364232380258605 0.0080141048244911 0.00201365256438654 0.00732339182892557 0.00319522845883481 0.00243351929476611 0.00379473724155129 0.000191917951237487 0.00668493883280968 0 0.00448933782267116 0.0118135235310622 0.00963828879067014 0.00153515505066012 0.00294432285481544 0.00260042516951522 0.0109542737316516 0.0100502512562814 0.0109074193824842
"hastily" 0.00640875008010938 0.0055532160062196 0.0030808729139923 0.00107807993962752 0.0278597388782656 0.00291385904206884 0.00480846289469466 0.0100682628219327 0.00732339182892557 0.00479284268825221 0.00730055788429832 0.000542105320221613 0 0 0 0 0 0.00137689839866716 0.00307031010132023 0.00687008666123603 0.00715116921616684 0 0 0.00233730415338948
"imagination" 0.00373843754673047 0.0050904480057013 0.00513478818998716 0.000539039969813762 0.00443223118517862 0.00218539428155163 0.0136239782016349 0.00402730512877308 0.00549254387169418 0.00479284268825221 0.00182513947107458 0 0.0028787692685623 0 0 0 0.00738345220691386 0.00550759359466865 0.0122812404052809 0.0107958504676566 0.0104017006780609 0.0015648962473788 0.00430725053840632 0
"lately" 0.00640875008010938 0.0083298240093294 0.00564826700898588 0.00377327978869633 0.000633175883596946 0.00291385904206884 0.0104183362718384 0.00201365256438654 0.00457711989307848 0.000532538076472468 0.00425865876584069 0.00216842128088645 0.000191917951237487 0.00668493883280968 0.00348391592149576 0.00179573512906846 0.00147669044138277 0.00550759359466865 0.0092109303039607 0.00588864570963088 0.0162526573094701 0.00782448123689399 0.00143575017946877 0.00155820276892632
"mark" 0.00320437504005469 0.013883040015549 0.00513478818998716 0.00646847963776514 0.00759811060316335 0.00655618284465489 0.00320564192979644 0 0 0.00213015230588987 0.00243351929476611 0.00216842128088645 0 0.0133698776656194 0.00116130530716525 0.00808080808080808 0.0162435948552105 0.00275379679733432 0.00230273257599017 0 0.00520085033903043 0.0015648962473788 0.0114860014357502 0.00545370969124212
"moonlight" 0.00747687509346094 0.0064787520072562 0.00975609756097561 0.00269519984906881 0 0.00437078856310326 0.00480846289469466 0.0120819153863192 0.00640796785030987 0.0181062946000639 0.00304189911845764 0.00162631596066484 0 0 0 0.00179573512906846 0 0.00137689839866716 0.00153515505066012 0.000981440951605147 0.00390063775427282 0.00782448123689399 0.00287150035893754 0.00701191246016844
"pointing" 0.00480656256008203 0.0027766080031098 0.0030808729139923 0.00485135972832386 0.0151962212063267 0.0109269714077581 0.00400705241224555 0.00805461025754616 0.00183084795723139 0.0015976142294174 0.00425865876584069 0.00379473724155129 0.000191917951237487 0.00668493883280968 0 0.00179573512906846 0.00147669044138277 0.00137689839866716 0.000767577525330058 0.00294432285481544 0.00390063775427282 0.00782448123689399 0.00430725053840632 0.0202566359960422
"thirty" 0.00801093760013672 0.0032393760036281 0.00154043645699615 0.00107807993962752 0.00253270353438778 0.00218539428155163 0.0200352620612278 0.0201365256438654 0.00823881580754126 0.00319522845883481 0.0066921780606068 0.00108421064044323 0.000767671804949948 0 0 0.00808080808080808 0.00295338088276555 0.00826139039200297 0 0.00785152761284117 0.00260042516951522 0.0187787549685456 0.00143575017946877 0.00311640553785264
"trenor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.112833896223519 0 0 0 0 0
"weary" 0.00907906261348828 0.0074042880082928 0.00770218228498074 0.00215615987925505 0.00443223118517862 0.00655618284465489 0.00641128385959288 0.00201365256438654 0.00183084795723139 0.00106507615294494 0.00121675964738305 0.00813157980332419 0.00172726156113738 0 0.00580652653582627 0.000897867564534231 0.00886014264829664 0.00826139039200297 0.00383788762665029 0.00294432285481544 0.00715116921616684 0.0015648962473788 0 0.00155820276892632
"authority" 0.00320437504005469 0.0041649120046647 0.00154043645699615 0.00431231975851009 0.00443223118517862 0.0072846476051721 0.00080141048244911 0.00201365256438654 0.00183084795723139 0.0154436042177016 0.00304189911845764 0.0043368425617729 0 0.020054816498429 0 0 0.00443007132414832 0.00413069519600149 0.00537304267731041 0.0117772914192618 0.0143023384323337 0.0046946887421364 0.00430725053840632 0.00077910138446316
"dollars" 0 0 0 0 0 0 0.0336592402628626 0.0140955679507058 0.00640796785030987 0 0 0 0 0 0 0.0520763187429854 0 0.0137689839866716 0.0168867055572613 0 0 0 0 0
"hills" 0.0101471876268398 0.0120319680134758 0.00154043645699615 0.00107807993962752 0.000633175883596946 0 0.00080141048244911 0.00201365256438654 0.00457711989307848 0.00213015230588987 0.0188597745344373 0.00325263192132968 0.000383835902474974 0 0.00116130530716525 0 0 0.00137689839866716 0.00153515505066012 0 0.0130021258475761 0.0046946887421364 0.00717875089734386 0.0101283179980211
"indifferent" 0.00213625002670313 0.0050904480057013 0.0030808729139923 0.00485135972832386 0 0.00364232380258605 0.00160282096489822 0.00402730512877308 0.000915423978615696 0.0154436042177016 0.00365027894214916 0.0124684223650971 0.00172726156113738 0.00668493883280968 0 0.000897867564534231 0.00590676176553109 0.00688449199333581 0.00230273257599017 0.00883296856444632 0.00390063775427282 0.0062595849895152 0.00287150035893754 0.00311640553785264
"insisted" 0.00213625002670313 0.0018510720020732 0.00205391527599487 0.00323423981888257 0.00126635176719389 0.00145692952103442 0.0136239782016349 0.0322184410301847 0.0155622076364668 0.00372776653530727 0.010342457002756 0.00379473724155129 0.000383835902474974 0 0 0 0.00295338088276555 0 0.00614062020264047 0.0176659371288926 0.00195031887713641 0.0031297924947576 0 0.00623281107570528
"james" 0.000534062506675781 0.0055532160062196 0 0 0 0 0 0.0120819153863192 0.000915423978615696 0 0 0.000542105320221613 0.00479794878093717 0 0.013935663685983 0.000897867564534231 0.00147669044138277 0 0 0 0 0 0.119167264895908 0.00233730415338948
"kindly" 0.0058746875734336 0.0087925920098477 0.0133504492939666 0.00377327978869633 0.00633175883596946 0.00291385904206884 0.00400705241224555 0.00402730512877308 0.00366169591446278 0 0.00304189911845764 0.00108421064044323 0.0015353436098999 0.0133698776656194 0.0150969689931483 0 0.0147669044138277 0.00137689839866716 0.00307031010132023 0.00294432285481544 0.00195031887713641 0.0031297924947576 0.00430725053840632 0.00155820276892632
"ordered" 0.00480656256008203 0.0064787520072562 0.00564826700898588 0.00754655957739266 0.0069649347195664 0.00582771808413768 0.00961692578938932 0.00805461025754616 0.0100696637647727 0.000532538076472468 0.00121675964738305 0.000542105320221613 0.00115150770742492 0 0.00232261061433051 0.00179573512906846 0.0147669044138277 0.00413069519600149 0.00153515505066012 0.00687008666123603 0.00780127550854565 0.0046946887421364 0 0.00077910138446316
"solitude" 0.0128175001602188 0.0134202720150307 0.00872913992297818 0.00161711990944129 0.00253270353438778 0.00364232380258605 0.00160282096489822 0 0 0.000532538076472468 0.00182513947107458 0 0 0.020054816498429 0 0 0.00147669044138277 0 0.00997850782929076 0.00294432285481544 0.0104017006780609 0.0031297924947576 0.0114860014357502 0.00934921661355792
"south" 0.00267031253337891 0.0069415200077745 0.0030808729139923 0.00646847963776514 0 0.00582771808413768 0.0136239782016349 0.00604095769315962 0.0109850877433884 0.00372776653530727 0.00304189911845764 0.00487894788199451 0.000191917951237487 0.0133698776656194 0.00929044245732203 0.00808080808080808 0 0.00275379679733432 0.00153515505066012 0.00588864570963088 0.00390063775427282 0.0062595849895152 0.00287150035893754 0.0038955069223158
"spend" 0.0058746875734336 0.0069415200077745 0.00256739409499358 0.00269519984906881 0.00189952765079084 0.00072846476051721 0.00320564192979644 0.00604095769315962 0.00915423978615696 0.00213015230588987 0.00243351929476611 0.00162631596066484 0.000959589756187435 0 0.0185808849146441 0.00359147025813692 0 0.00137689839866716 0.0161191280319312 0.0107958504676566 0.00845138180092445 0.0031297924947576 0.00287150035893754 0.00233730415338948
"triumph" 0.00320437504005469 0.0037021440041464 0.0061617458279846 0.00539039969813762 0.00253270353438778 0.00437078856310326 0.00961692578938932 0.00402730512877308 0.00183084795723139 0.0149110661412291 0.00365027894214916 0.00758947448310258 0.000191917951237487 0 0.00232261061433051 0 0.00147669044138277 0.00413069519600149 0.00690819772797052 0.00392576380642059 0.00390063775427282 0.0031297924947576 0.00717875089734386 0.00233730415338948
"utterly" 0.00160218752002734 0.0018510720020732 0.00513478818998716 0.00269519984906881 0.00189952765079084 0.00218539428155163 0.014425388684084 0.00805461025754616 0.00366169591446278 0.0138459899882842 0.00425865876584069 0.0173473702470916 0.000383835902474974 0 0 0 0.00295338088276555 0.00550759359466865 0.00153515505066012 0.00392576380642059 0 0.0125191699790304 0.00717875089734386 0
"willing" 0.0058746875734336 0.0069415200077745 0.00359435173299101 0.00485135972832386 0.00253270353438778 0.00291385904206884 0.00320564192979644 0.00402730512877308 0.000915423978615696 0.00266269038236234 0.00182513947107458 0.00704736916288096 0.00518178468341215 0 0.00464522122866102 0.00359147025813692 0.00738345220691386 0.0123920855880045 0.00767577525330058 0.00294432285481544 0.00260042516951522 0 0.00143575017946877 0.00077910138446316
"affairs" 0.00267031253337891 0.0037021440041464 0.00205391527599487 0.00916367948683395 0.00506540706877556 0.00874157712620652 0.00560987337714377 0.00604095769315962 0.00274627193584709 0.00266269038236234 0.00121675964738305 0.00162631596066484 0.000959589756187435 0 0 0.000897867564534231 0.0103368330896794 0.00137689839866716 0.0092109303039607 0.00687008666123603 0.0149524447247125 0.0046946887421364 0.00143575017946877 0.00623281107570528
"belonged" 0.00534062506675781 0.0018510720020732 0.0030808729139923 0.00323423981888257 0.00633175883596946 0.00218539428155163 0.00320564192979644 0.00805461025754616 0.00274627193584709 0.0143785280647566 0.00973407717906443 0.00379473724155129 0.0028787692685623 0 0 0.00359147025813692 0.00443007132414832 0.00137689839866716 0.00307031010132023 0.00785152761284117 0.00260042516951522 0.0015648962473788 0.00143575017946877 0.00311640553785264
"enjoyed" 0.00320437504005469 0.0037021440041464 0.00513478818998716 0.00485135972832386 0 0 0.0080141048244911 0.0100682628219327 0.00183084795723139 0.0101182234529769 0.00973407717906443 0.0043368425617729 0.00230301541484984 0 0 0 0.0103368330896794 0 0.00383788762665029 0.00490720475802573 0.00520085033903043 0.00782448123689399 0.00287150035893754 0.00623281107570528
"intelligence" 0.00373843754673047 0.0050904480057013 0.0061617458279846 0.00323423981888257 0.0164625729735206 0.00509925332362047 0.00961692578938932 0.00201365256438654 0.00274627193584709 0.00426030461177974 0.00121675964738305 0.00379473724155129 0.00479794878093717 0 0.00232261061433051 0 0.00147669044138277 0 0.00383788762665029 0.000981440951605147 0.00455074404665163 0 0.00287150035893754 0
"returning" 0.00427250005340625 0.0083298240093294 0.00513478818998716 0.00431231975851009 0.00379905530158167 0.00291385904206884 0.00881551530694021 0.00402730512877308 0.000915423978615696 0.00372776653530727 0.00608379823691527 0.000542105320221613 0 0.0133698776656194 0.00116130530716525 0 0.00590676176553109 0.00137689839866716 0.0115136628799509 0.0157030552256823 0.00910148809330326 0 0.00143575017946877 0.0038955069223158
"row" 0.00213625002670313 0.0018510720020732 0.00205391527599487 0.00485135972832386 0.00569858295237251 0.00072846476051721 0.00240423144734733 0.0120819153863192 0.00823881580754126 0.00585791884119715 0.00730055788429832 0.00596315852243774 0.000191917951237487 0 0.00232261061433051 0.00808080808080808 0.00147669044138277 0.00413069519600149 0.00614062020264047 0.00294432285481544 0.00390063775427282 0.0015648962473788 0.00430725053840632 0.019477534611579
"unhappy" 0.00320437504005469 0.0078670560088111 0.0030808729139923 0.00269519984906881 0.00253270353438778 0.00801311236568931 0.00240423144734733 0.00402730512877308 0.00549254387169418 0.00266269038236234 0.00182513947107458 0.0043368425617729 0.0028787692685623 0 0.00348391592149576 0 0.00147669044138277 0.00275379679733432 0.00614062020264047 0.0147216142740772 0.00455074404665163 0.0187787549685456 0.00287150035893754 0.00311640553785264
"various" 0.00267031253337891 0.0037021440041464 0.00410783055198973 0.00754655957739266 0.0126635176719389 0.0101985066472409 0.00320564192979644 0.0100682628219327 0 0.00372776653530727 0.00304189911845764 0.0043368425617729 0.00249493336608733 0 0.00348391592149576 0.000897867564534231 0.00590676176553109 0.00413069519600149 0.00153515505066012 0.00392576380642059 0.0104017006780609 0.0015648962473788 0 0
"according" 0.00427250005340625 0.0069415200077745 0.00770218228498074 0.00970271945664771 0.00126635176719389 0.0072846476051721 0.00400705241224555 0.00402730512877308 0 0.00479284268825221 0.00304189911845764 0.00758947448310258 0.000767671804949948 0 0 0.00538720538720539 0.0177202852965933 0.00275379679733432 0.00230273257599017 0.00294432285481544 0.00715116921616684 0 0 0
"approach" 0.0085450001068125 0.0078670560088111 0.00821566110397946 0.00161711990944129 0.00189952765079084 0.00437078856310326 0.00480846289469466 0 0.00183084795723139 0.00585791884119715 0.00121675964738305 0.00542105320221613 0.000383835902474974 0 0 0 0.00443007132414832 0 0.00997850782929076 0.00588864570963088 0.0156025510170913 0.0031297924947576 0.00143575017946877 0.00077910138446316
"grow" 0.0058746875734336 0.0078670560088111 0.00872913992297818 0.00377327978869633 0.00316587941798473 0.00364232380258605 0.00721269434204199 0.00805461025754616 0.00457711989307848 0.00266269038236234 0.00365027894214916 0.00162631596066484 0.000959589756187435 0 0.00348391592149576 0.00179573512906846 0.00443007132414832 0.00826139039200297 0.00383788762665029 0.00490720475802573 0.00325053146189402 0.00938937748427279 0.0114860014357502 0.00155820276892632
"hearth" 0.0149537501869219 0.0097181280108843 0.00872913992297818 0.00431231975851009 0.00189952765079084 0.00509925332362047 0.00240423144734733 0 0 0.00266269038236234 0.00790893770798985 0.00325263192132968 0 0 0 0 0.00295338088276555 0 0.0092109303039607 0.00588864570963088 0.00845138180092445 0 0 0
"henry" 0.00267031253337891 0.0305426880342078 0 0 0 0 0.00080141048244911 0.00402730512877308 0.000915423978615696 0.000532538076472468 0.000608379823691527 0 0.00710096419578702 0 0 0.00448933782267116 0.0103368330896794 0 0 0.0176659371288926 0 0 0 0
"imagine" 0.0058746875734336 0.0078670560088111 0.00410783055198973 0.00269519984906881 0.00253270353438778 0.00291385904206884 0.0104183362718384 0.00402730512877308 0.00915423978615696 0.00213015230588987 0.00304189911845764 0.0108421064044323 0.000383835902474974 0 0 0.000897867564534231 0.00886014264829664 0.00137689839866716 0.00690819772797052 0.0137401733224721 0.00130021258475761 0.0015648962473788 0.00430725053840632 0.00155820276892632
"obliged" 0.0106812501335156 0.0148085760165856 0.00821566110397946 0.0107807993962752 0.00506540706877556 0.00437078856310326 0.00160282096489822 0.00402730512877308 0 0 0 0 0 0 0 0 0.00886014264829664 0.00550759359466865 0.00383788762665029 0.00785152761284117 0.00975159438568206 0 0 0
"points" 0.0112153126401914 0.0097181280108843 0.0112965340179718 0.00377327978869633 0.00379905530158167 0.00437078856310326 0.00400705241224555 0 0.00549254387169418 0.00213015230588987 0.00182513947107458 0.00216842128088645 0 0 0 0.000897867564534231 0.00738345220691386 0.00275379679733432 0.00690819772797052 0.00392576380642059 0.00585095663140924 0.0015648962473788 0.00574300071787509 0.00311640553785264
"race" 0.00694281258678516 0.0050904480057013 0.00205391527599487 0.00161711990944129 0.000633175883596946 0.0109269714077581 0.00560987337714377 0.00805461025754616 0.00823881580754126 0.00426030461177974 0.00304189911845764 0.0103000010842106 0 0 0 0.00179573512906846 0.00147669044138277 0.00137689839866716 0.00767577525330058 0.00392576380642059 0.0110518069704397 0.0031297924947576 0.00430725053840632 0.0038955069223158
"served" 0.00534062506675781 0.0060159840067379 0.00975609756097561 0.00646847963776514 0.0069649347195664 0.00364232380258605 0.00721269434204199 0.00604095769315962 0.00366169591446278 0.00479284268825221 0.00243351929476611 0.00108421064044323 0 0 0 0.00179573512906846 0.00295338088276555 0 0.0092109303039607 0.00490720475802573 0.00715116921616684 0.00782448123689399 0.00287150035893754 0.00311640553785264
"suspicion" 0.00267031253337891 0.0037021440041464 0.0030808729139923 0.011319839366089 0.00379905530158167 0.00947004188672373 0.0080141048244911 0 0.00366169591446278 0 0.000608379823691527 0 0.00786863600073696 0 0.00348391592149576 0.00448933782267116 0.00295338088276555 0.00826139039200297 0.00383788762665029 0.000981440951605147 0.00455074404665163 0 0 0
"uttered" 0.0112153126401914 0.009255360010366 0.0133504492939666 0.00269519984906881 0.0145630453227297 0.00582771808413768 0.00320564192979644 0.00402730512877308 0.00183084795723139 0.0015976142294174 0.000608379823691527 0.000542105320221613 0 0 0 0 0.00590676176553109 0.00413069519600149 0.00614062020264047 0.00490720475802573 0.00520085033903043 0 0 0
"avenue" 0.00267031253337891 0 0.00410783055198973 0.000539039969813762 0 0.00145692952103442 0.0312550088155153 0.00805461025754616 0.000915423978615696 0.000532538076472468 0 0 0.000191917951237487 0 0 0 0 0.00550759359466865 0.0237949032852318 0.033368992354575 0 0.0031297924947576 0.00143575017946877 0.00701191246016844
"buried" 0.0058746875734336 0.0027766080031098 0.00564826700898588 0.00215615987925505 0.00569858295237251 0.0101985066472409 0.00400705241224555 0 0.00549254387169418 0.00639045691766961 0.00425865876584069 0.00325263192132968 0.00268685131732482 0 0.00232261061433051 0.00359147025813692 0.00590676176553109 0.00963828879067014 0.00230273257599017 0.00294432285481544 0.00260042516951522 0.0031297924947576 0.00430725053840632 0.00467460830677896
"coach" 0.0112153126401914 0.0009255360010366 0.00154043645699615 0.022639678732178 0.0151962212063267 0.0298670551812056 0 0 0 0 0 0 0 0.00668493883280968 0 0 0 0 0.000767577525330058 0 0.00520085033903043 0 0 0
"faintly" 0.00160218752002734 0.0013883040015549 0.00256739409499358 0.00377327978869633 0.00379905530158167 0.00291385904206884 0.0192338515787786 0.0201365256438654 0.0164776316150825 0.00532538076472468 0.00365027894214916 0.00813157980332419 0.000383835902474974 0 0 0 0.00147669044138277 0.00413069519600149 0.00690819772797052 0.00687008666123603 0.00390063775427282 0 0.00287150035893754 0.00155820276892632
"fanny" 0 0.0263777760295431 0 0.000539039969813762 0 0 0 0 0 0 0.0182513947107458 0.00216842128088645 0.00652521034207456 0 0 0 0 0 0 0.0166844961772875 0 0 0 0
"hush" 0.00694281258678516 0.0041649120046647 0.00924261874197689 0.00107807993962752 0.0151962212063267 0.0116554361682754 0.00320564192979644 0.00604095769315962 0 0.00532538076472468 0.00182513947107458 0.00162631596066484 0 0 0.00232261061433051 0 0.00886014264829664 0.0123920855880045 0.00307031010132023 0.00294432285481544 0.00650106292378804 0.0015648962473788 0.00143575017946877 0.00155820276892632
"impulse" 0.00427250005340625 0.0078670560088111 0.010783055198973 0.00269519984906881 0.00569858295237251 0.00072846476051721 0.00320564192979644 0.00402730512877308 0.000915423978615696 0.00266269038236234 0.000608379823691527 0.00704736916288096 0.000575753853712461 0 0 0 0.00886014264829664 0.00963828879067014 0.0153515505066012 0.00588864570963088 0.00455074404665163 0.0046946887421364 0.00430725053840632 0.00077910138446316
