"Bronte_Jane" "Bronte_Shirley" "Bronte_Vilette" "Dickens_Expectations" "Dickens_Oliver" "Dickens_Tale" "Fitzgerald_Damned" "Fitzgerald_Gatsby" "Fitzgerald_Tender" "Lawrence_Rainbow" "Lawrence_Sons" "Lawrence_Women" "Stein_Americans" "Stein_Buttons" "Stein_Lives" "Twain_Huckleberry" "Twain_Prince" "Twain_Sawyer" "Wharton_House" "Wharton_Innocence" "Wharton_Valley" "Woolf_Dalloway" "Woolf_Lighthouse" "Woolf_Years"
"death" 0.0272371878404648 0.0194362560217686 0.0164313222079589 0.0188663989434817 0.034824673597832 0.0480786741941359 0.0200352620612278 0.0100682628219327 0.0192239035509296 0.0346149749707104 0.021901673652895 0.08402632463435 0.0015353436098999 0 0.00812913715015678 0.0134680134680135 0.0383939514759521 0.0178996791826731 0.00997850782929076 0.00883296856444632 0.0286046768646674 0.0438170949266064 0.0344580043072505 0.0163611290737264
"eye" 0.0624853132810664 0.04627680005183 0.0698331193838254 0.0258739185510606 0.0335583218306381 0.0247678018575851 0.0200352620612278 0.00604095769315962 0.0128159357006197 0.00692299499414208 0.0109508368264475 0.00704736916288096 0.000191917951237487 0.0467945718296678 0 0.0143658810325477 0.0398706419173349 0.0385531551626805 0.0291679459625422 0.00883296856444632 0.0305549957418038 0.015648962473788 0.0201005025125628 0.0171402304581895
"gudrun" 0 0 0 0 0 0 0 0 0 0.0223665992118436 0 0.407121095486431 0 0 0 0 0 0 0 0 0 0 0 0
"laughed" 0.0085450001068125 0.0152713440171039 0.0138639281129653 0.0156321591245991 0.0170957488571175 0.00655618284465489 0.0384677031575573 0.0302047884657981 0.0411940790377063 0.0378102034295452 0.0790893770798985 0.0618000065052638 0.00249493336608733 0 0.0325165486006271 0.0143658810325477 0.00590676176553109 0.00550759359466865 0.0122812404052809 0.0284617875965493 0.00780127550854565 0.031297924947576 0.0344580043072505 0.0490833872211791
"street" 0.00480656256008203 0.0013883040015549 0.0148908857509628 0.0318033582190119 0.0474881912697709 0.0364232380258605 0.064914249078378 0.0281911359014116 0.0137313596792354 0.0143785280647566 0.0225100534765865 0.0119263170448755 0.000767671804949948 0 0.0127743583788178 0.00897867564534231 0.0177202852965933 0.0178996791826731 0.0422167638931532 0.0392576380642059 0.00390063775427282 0.111107633563895 0.00574300071787509 0.113748802131621
"hope" 0.0400546880006836 0.0365586720409457 0.0318356867779204 0.0463574374039835 0.0424227842009954 0.0611910398834456 0.0136239782016349 0.0161092205150923 0.0164776316150825 0.0101182234529769 0.0158178754159797 0.0189736862077564 0.00383835902474974 0.0735343271609065 0.00812913715015678 0.00897867564534231 0.0206736661793588 0.0413069519600149 0.0222597482345717 0.0245360237901287 0.029904889449425 0.0015648962473788 0.0114860014357502 0.0109074193824842
"fine" 0.0299075003738438 0.0421118880471653 0.0287548138639281 0.0107807993962752 0.012030341788342 0.0196685485339647 0.0240423144734733 0.0201365256438654 0.0448557749521691 0.0340824368942379 0.0407614481873323 0.0487894788199451 0.0044141128784622 0.020054816498429 0.0150969689931483 0.011672278338945 0.0236270470621244 0.0247841711760089 0.00767577525330058 0.00588864570963088 0.0188530824789853 0.031297924947576 0.0387652548456569 0.024152142918358
"bad" 0.0176240627203008 0.018510720020732 0.0143774069319641 0.0280300784303156 0.0240606835766839 0.0320524494627572 0.0200352620612278 0.022150178208252 0.021054751508161 0.0154436042177016 0.0285938517135018 0.0119263170448755 0.0184241233187987 0.00668493883280968 0.175357101381953 0.0359147025813693 0.00590676176553109 0.0247841711760089 0.0214921707092416 0.0196288190321029 0.00455074404665163 0.0109542737316516 0.012921751615219 0.0101283179980211
"doctor" 0.00213625002670313 0.0041649120046647 0.0159178433889602 0.00107807993962752 0.0759811060316335 0.161719176834821 0.00240423144734733 0.0201365256438654 0.113512573348346 0.00745553307061455 0.0267687122424272 0.00596315852243774 0.00633329239083707 0 0.063871791894089 0.0323232323232323 0.00295338088276555 0.0192765775813403 0.00460546515198035 0.00294432285481544 0.00975159438568206 0.0219085474633032 0.00143575017946877 0.00857011522909476
"became" 0.0160218752002734 0.0175851840196954 0.0338896020539153 0.0323423981888257 0.0126635176719389 0.0225824075760335 0.043276166052252 0.0181228730794789 0.0265472953798552 0.0782830972414528 0.021901673652895 0.0211421074886429 0.00345452312227477 0 0.00696783184299152 0 0.0236270470621244 0.0192765775813403 0.0161191280319312 0.0294432285481544 0.0188530824789853 0.0344277174423336 0.0473797559224695 0.0264894470717474
"towards" 0.0304415628805195 0.0300799200336895 0.0267008985879332 0.0479745573134248 0.0595185330581129 0.045164815152067 0 0.0100682628219327 0 0.0436681222707424 0.0358944095978001 0.0487894788199451 0.000191917951237487 0 0 0.0484848484848485 0.00147669044138277 0 0 0 0.000650106292378804 0.0219085474633032 0.0143575017946877 0.0358386636853054
"however" 0.0347140629339258 0.0476651040533849 0.0595635430038511 0.0285691184001294 0.0291260906454595 0.0211254780549991 0.0136239782016349 0.0161092205150923 0.0146467836578511 0.025029289594206 0.0176430148870543 0.0173473702470916 0.0015353436098999 0 0.00812913715015678 0 0.013290213972445 0.0234072727773418 0.0422167638931532 0.0147216142740772 0.0461575467588951 0.0187787549685456 0.0229720028715004 0.0077910138446316
"big" 0.00213625002670313 0.0037021440041464 0.00102695763799743 0.00107807993962752 0.00443223118517862 0.00218539428155163 0.0176310306138804 0.0382593987233443 0.032955263230165 0.0516561934178294 0.0608379823691527 0.0162631596066484 0.0408785236135847 0.0267397553312387 0.0360004645221229 0.0843995510662177 0.00886014264829664 0.0275379679733432 0.013048817930611 0.0166844961772875 0.00130021258475761 0.0266032362054396 0.00430725053840632 0.0186984332271158
"fell" 0.0299075003738438 0.0226756320253967 0.027214377406932 0.0296471983397569 0.0398900806666076 0.0305955199417228 0.0304535983330662 0.0342320935945712 0.0357015351660121 0.0175737565235914 0.021901673652895 0.0157210542864268 0 0 0.0104517477644873 0.0179573512906846 0.0605443080966937 0.0564528343453537 0.0115136628799509 0.0196288190321029 0.0260042516951522 0.0203436512159244 0.0258435032304379 0.0381759678386948
"oliver" 0.0160218752002734 0 0 0 0.471716033279724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"need" 0.0197603127470039 0.0217500960243601 0.0184852374839538 0.00808559954720642 0.0183621006243114 0.0101985066472409 0.0120211572367367 0.00604095769315962 0.0109850877433884 0.0154436042177016 0.0127759762975221 0.023852634089751 0.0472118160044218 0.0735343271609065 0.0487748229009407 0.00897867564534231 0.0206736661793588 0.00688449199333581 0.0307031010132023 0.0196288190321029 0.0273044642799098 0.0062595849895152 0.0387652548456569 0.00857011522909476
"large" 0.0352481254406016 0.0259150080290248 0.0349165596919127 0.0274910384605018 0.0398900806666076 0.0269531961391368 0.0232409039910242 0.022150178208252 0.0155622076364668 0.0271594419000959 0.0267687122424272 0.0298157926121887 0.00633329239083707 0.0467945718296678 0.0255487167576356 0.00269360269360269 0.0162435948552105 0.0123920855880045 0.0184218606079214 0.0304246694997595 0.00650106292378804 0.0281681324528184 0.00861450107681263 0.038955069223158
"answered" 0.0400546880006836 0.0198990240222869 0.0205391527599487 0.0301862383095707 0.0177289247407145 0.0386086323074121 0.0280493668857189 0.0342320935945712 0.0247164474226238 0.023964213441261 0.100382670909102 0.0271052660110806 0.000959589756187435 0 0.0127743583788178 0.000897867564534231 0.0295338088276555 0.0123920855880045 0.0122812404052809 0.0372947561609956 0.0169027636018489 0.0015648962473788 0.00430725053840632 0.00545370969124212
"until" 0.00213625002670313 0.0009255360010366 0.00256739409499358 0.0646847963776514 0.0474881912697709 0.0713895465306866 0.0681198910081744 0.0865870602686213 0.0503483188238633 0.00585791884119715 0.0133843561212136 0.00650526384265935 0.0207271387336486 0 0.0243874114504703 0.00269360269360269 0.0206736661793588 0.0330455615680119 0.000767577525330058 0.00294432285481544 0 0.0281681324528184 0.0373295046661881 0.0163611290737264
"power" 0.0251009378137617 0.0240639360269516 0.0267008985879332 0.00916367948683395 0.0202616282751023 0.0189400837734475 0.0080141048244911 0.00604095769315962 0.011900511722004 0.0378102034295452 0.00486703858953222 0.0346947404941832 0.0305149542467604 0 0.0464522122866102 0.00448933782267116 0.0221503566207416 0.0123920855880045 0.026865213386552 0.00490720475802573 0.0344556334960766 0.0422521986792276 0.0287150035893754 0.00233730415338948
"used" 0.0240328128004102 0.0222128640248784 0.0287548138639281 0.0242567986416193 0.011397165904745 0.017483154252413 0.0240423144734733 0.0342320935945712 0.030208991294318 0.017041218447119 0.0225100534765865 0.00975789576398903 0.00921206165939937 0.0668493883280968 0.0325165486006271 0.0359147025813693 0.0221503566207416 0.0192765775813403 0.0214921707092416 0.0284617875965493 0.0162526573094701 0.0500766799161216 0.0143575017946877 0.0654445162949055
"quiet" 0.0309756253871953 0.04627680005183 0.0426187419768934 0.0242567986416193 0.023427507693087 0.0291385904206884 0.0184324410963295 0.0100682628219327 0.0256318714012395 0.0298221322824582 0.0304189911845764 0.00975789576398903 0.00307068721979979 0.0267397553312387 0.077807455580072 0.0170594837261504 0.0118135235310622 0.0165227807840059 0.026097635861222 0.0186473780804978 0.00585095663140924 0.0109542737316516 0.012921751615219 0.0140238249203369
"o" 0.0261690628271133 0.0439629600492385 0.0128369704749679 0.0501307171926798 0.0158293970899236 0.0422509561099982 0.0336592402628626 0.0624232294959828 0.0173930555936982 0.0213015230588987 0.0584044630743866 0.00758947448310258 0 0 0.00116130530716525 0.0682379349046016 0.0679277603036076 0.0151458823853388 0.00767577525330058 0.00981440951605147 0.00325053146189402 0.0187787549685456 0.00287150035893754 0.00311640553785264
"middle" 0.00801093760013672 0.004627680005183 0.00770218228498074 0.00161711990944129 0.0069649347195664 0.0072846476051721 0.0120211572367367 0.0201365256438654 0.00457711989307848 0.00372776653530727 0.00851731753168138 0.00758947448310258 0.0859792421543941 0.0534795106624774 0.00464522122866102 0.035016835016835 0.00738345220691386 0.0178996791826731 0.00537304267731041 0.00785152761284117 0.00845138180092445 0.0281681324528184 0.0272792534099067 0.0381759678386948
"d" 0.0085450001068125 0.0041649120046647 0.0123234916559692 0.00215615987925505 0.00886446237035724 0.013840830449827 0.0080141048244911 0.201365256438654 0.0146467836578511 0.0228991372883161 0.109508368264475 0.0493315841401668 0 0 0 0.0224466891133558 0.00590676176553109 0.185881283820067 0.00153515505066012 0.00196288190321029 0.00260042516951522 0.0031297924947576 0.00287150035893754 0.0420714747610106
"beautiful" 0.0149537501869219 0.013883040015549 0.0210526315789474 0.0140150392151578 0.0145630453227297 0.0101985066472409 0.0400705241224555 0.0140955679507058 0.0219701754867767 0.0457982745766322 0.0413698280110238 0.0742684288703609 0.0115150770742492 0.0334246941640484 0.00116130530716525 0.0152637485970819 0.013290213972445 0.0110151871893373 0.00844335277863064 0.0127587323708669 0.0130021258475761 0.031297924947576 0.0516870064608758 0.0163611290737264
"chair" 0.0267031253337891 0.0203617920228052 0.027214377406932 0.0425841576152872 0.0531867742221434 0.0262247313786196 0.0208366725436769 0.0342320935945712 0.0164776316150825 0.0111832996059218 0.0243351929476611 0.0184315808875348 0.000767671804949948 0.0467945718296678 0.0116130530716525 0.00718294051627385 0.0177202852965933 0.00826139039200297 0.013048817930611 0.0225731418869184 0.0208034013561217 0.0125191699790304 0.0201005025125628 0.0864802536754108
"loved" 0.0186921877336523 0.0212873280238418 0.0159178433889602 0.00970271945664771 0.00633175883596946 0.00582771808413768 0.0120211572367367 0.0382593987233443 0.0219701754867767 0.0692299499414208 0.07969775690359 0.0271052660110806 0.00959589756187435 0 0.104517477644873 0.00359147025813692 0.0177202852965933 0.00826139039200297 0.00153515505066012 0.00883296856444632 0.00585095663140924 0.054771368658258 0.0100502512562814 0.0101283179980211
"god" 0.0582128132276602 0.041649120046647 0.0267008985879332 0.013475999245344 0.0151962212063267 0.0233108723365507 0.0368648821926591 0.048327661545277 0.0238010234440081 0.0266269038236234 0.0127759762975221 0.0422842149772858 0.00345452312227477 0 0.00464522122866102 0.00179573512906846 0.0900781169243492 0.0110151871893373 0.00844335277863064 0.00883296856444632 0.0188530824789853 0.0266032362054396 0.00717875089734386 0.00934921661355792
"arms" 0.0288393753604922 0.0198990240222869 0.0200256739409499 0.0237177586718055 0.02279433180949 0.0356947732653433 0.0392691136400064 0.026177483337025 0.0238010234440081 0.04100543188838 0.0462368666005561 0.03361052985374 0.000191917951237487 0 0.00929044245732203 0.0242424242424242 0.0103368330896794 0.0192765775813403 0.0122812404052809 0.0225731418869184 0.0162526573094701 0.0281681324528184 0.0157932519741565 0.0225939401494316
"blue" 0.0165559377069492 0.0198990240222869 0.0241335044929397 0.0177883190038541 0.0069649347195664 0.0131123656893098 0.0296521878506171 0.0422867038521174 0.0311244152729337 0.0399403557354351 0.0456284867768645 0.0357789511346264 0.00134342565866241 0.0601644494952871 0.0371617698292881 0.0125701459034792 0.00886014264829664 0.0220303743786746 0.00844335277863064 0.0225731418869184 0.00520085033903043 0.0250383399580608 0.0416367552045944 0.0662236176793686
"returned" 0.0352481254406016 0.027766080031098 0.0112965340179718 0.0749265558041129 0.0626844124760976 0.0575487160808596 0.0256451354383715 0.0120819153863192 0.0173930555936982 0.017041218447119 0.0188597745344373 0.00487894788199451 0 0.00668493883280968 0.00116130530716525 0 0.0118135235310622 0.00688449199333581 0.0368437212158428 0.0245360237901287 0.0325053146189402 0.0062595849895152 0.00717875089734386 0.0038955069223158
"times" 0.0160218752002734 0.0240639360269516 0.0261874197689345 0.0495916772228661 0.0303924424126534 0.0371517027863777 0.0400705241224555 0.0342320935945712 0.0292935673157023 0.00958568537650442 0.0152094955922882 0.0157210542864268 0.00902014370816189 0 0.0174195796074788 0.0421997755331089 0.0339638801518038 0.0344224599666791 0.013048817930611 0.0147216142740772 0.00975159438568206 0.0266032362054396 0.0157932519741565 0.0148029263048
"red" 0.0106812501335156 0.0161968800181405 0.0123234916559692 0.0140150392151578 0.0170957488571175 0.0378801675468949 0.0160282096489822 0.0120819153863192 0.0173930555936982 0.0362125892001278 0.0529290446611629 0.0298157926121887 0.00191917951237487 0.2072331038171 0.0197421902218093 0.00718294051627385 0.0221503566207416 0.0137689839866716 0.0115136628799509 0.0186473780804978 0.00780127550854565 0.0438170949266064 0.031586503948313 0.092713064751116
"resisting" 0.00160218752002734 0.0009255360010366 0 0 0.000633175883596946 0 0.00080141048244911 0 0 0 0.000608379823691527 0.00108421064044323 0.139524350549653 0 0 0 0 0 0.00230273257599017 0.000981440951605147 0.00195031887713641 0 0 0
"understand" 0.0154878126935977 0.0208245600233235 0.0123234916559692 0.0285691184001294 0.0126635176719389 0.0196685485339647 0.0120211572367367 0.0281911359014116 0.0338706872087807 0.0298221322824582 0.0249435727713526 0.0227684234493077 0.0261008413682982 0 0.063871791894089 0.0107744107744108 0.00590676176553109 0.00826139039200297 0.0284003684372122 0.0500534885318625 0.0110518069704397 0.015648962473788 0.00861450107681263 0.00545370969124212
"above" 0.021896562773707 0.0314682240352444 0.0277278562259307 0.0172492790340404 0.0278597388782656 0.0167546894918958 0.0184324410963295 0.0140955679507058 0.021054751508161 0.0282245180530408 0.0164262552396712 0.0254789500504158 0.00383835902474974 0 0.0116130530716525 0.0152637485970819 0.0206736661793588 0.0192765775813403 0.0291679459625422 0.0372947561609956 0.0500581845131679 0.0266032362054396 0.0201005025125628 0.0327222581474527
"already" 0.0272371878404648 0.0254522400285065 0.0174582798459564 0.0204835188529229 0.0278597388782656 0.0298670551812056 0.0160282096489822 0.0302047884657981 0.0219701754867767 0.017041218447119 0.0139927359449051 0.0135526330055403 0.014585764294049 0 0.013935663685983 0.00718294051627385 0.0221503566207416 0.00413069519600149 0.0291679459625422 0.0422019609190213 0.0474577593436527 0.0250383399580608 0.0172290021536253 0.0350595623008422
"morel" 0 0 0 0 0 0 0 0 0 0 0.452026209002805 0 0 0 0 0 0 0 0 0 0 0 0 0
"itself" 0.00694281258678516 0.0101808960114026 0.0195121951219512 0.0118588793359028 0.0202616282751023 0.0356947732653433 0.028850777368168 0.0362457461589577 0.0238010234440081 0.0372776653530727 0.0176430148870543 0.0227684234493077 0.00767671804949948 0.00668493883280968 0.00929044245732203 0.00538720538720539 0.032487189710421 0.0330455615680119 0.0506601166717838 0.0225731418869184 0.0344556334960766 0.0328628211949548 0.0746590093323762 0.0225939401494316
"low" 0.0357821879472773 0.0263777760295431 0.0189987163029525 0.036115677977522 0.0379905530158167 0.0378801675468949 0.0184324410963295 0.0201365256438654 0.0238010234440081 0.0181062946000639 0.0255519525950441 0.0281894766515239 0.00364644107351225 0.020054816498429 0.0104517477644873 0.0305274971941639 0.0413473323587176 0.0234072727773418 0.0122812404052809 0.0225731418869184 0.0221036139408793 0.0015648962473788 0.0172290021536253 0.0148029263048
"question" 0.0256350003204375 0.0194362560217686 0.0256739409499358 0.0442012775247285 0.0246938594602809 0.0371517027863777 0.021638083026126 0.0201365256438654 0.0183084795723139 0.0197039088294813 0.00973407717906443 0.0298157926121887 0.00690904624454953 0.133698776656194 0.00696783184299152 0.00538720538720539 0.0295338088276555 0.00963828879067014 0.0307031010132023 0.0431834018706265 0.0247040391103945 0.00782448123689399 0.0358937544867193 0.0140238249203369
"friends" 0.0186921877336523 0.0245267040274699 0.037997432605905 0.0210225588227367 0.0278597388782656 0.0131123656893098 0.028850777368168 0.0161092205150923 0.0256318714012395 0.0101182234529769 0.023118433300278 0.00542105320221613 0.00748480009826199 0 0.0487748229009407 0.0134680134680135 0.0177202852965933 0.0137689839866716 0.0706171323303654 0.0304246694997595 0.0318552083265614 0.0406873024318488 0.012921751615219 0.00934921661355792
"wish" 0.056076563200957 0.064787520072562 0.0431322207958922 0.0253348785812468 0.0272265629946687 0.0182116190129302 0.0152267991665331 0.00402730512877308 0.011900511722004 0.00266269038236234 0.0176430148870543 0.0108421064044323 0.00307068721979979 0 0.00696783184299152 0.0260381593714927 0.00590676176553109 0.0385531551626805 0.0245624808105619 0.0294432285481544 0.0162526573094701 0.0125191699790304 0.0100502512562814 0.0171402304581895
"lost" 0.0165559377069492 0.0157341120176222 0.0200256739409499 0.0210225588227367 0.02279433180949 0.0305955199417228 0.0248437249559224 0.022150178208252 0.0283781433370866 0.023964213441261 0.0170346350633628 0.0189736862077564 0.0130504206841491 0.00668493883280968 0.0255487167576356 0.0170594837261504 0.0502074750070143 0.0454376471560164 0.0330058335891925 0.0107958504676566 0.0286046768646674 0.0203436512159244 0.0301507537688442 0.0210357373805053
"madame" 0.00640875008010938 0.0004627680005183 0.169448010269576 0 0 0.140593698779822 0.00160282096489822 0.00805461025754616 0.011900511722004 0.000532538076472468 0 0 0 0 0 0 0 0 0 0.171752166530901 0.00130021258475761 0 0.00143575017946877 0.00077910138446316
"also" 0.0176240627203008 0.0319309920357627 0.041591784338896 0.0188663989434817 0.011397165904745 0.0203970132944819 0.0184324410963295 0.0100682628219327 0.0201393275295453 0.0415379699648525 0.0298106113608848 0.0390315830559561 0.00537370263464963 0.0334246941640484 0.00232261061433051 0.00179573512906846 0.0753112125105214 0.0178996791826731 0.0191894381332515 0.0323875514029698 0.0143023384323337 0.0046946887421364 0.0330222541277818 0.0109074193824842
"fear" 0.0336459379205742 0.0314682240352444 0.0323491655969191 0.0118588793359028 0.0335583218306381 0.0189400837734475 0.0112197467542875 0 0.0100696637647727 0.0468633507295772 0.023118433300278 0.0233105287695293 0.0222624823435485 0 0.0104517477644873 0.000897867564534231 0.0251037375035071 0.0151458823853388 0.0168867055572613 0.00687008666123603 0.0260042516951522 0.0250383399580608 0.00287150035893754 0.00233730415338948
"sister" 0.017090000213625 0.0212873280238418 0.00975609756097561 0.0830121553513193 0.00443223118517862 0.017483154252413 0.00240423144734733 0.026177483337025 0.0247164474226238 0.00745553307061455 0.0109508368264475 0.0173473702470916 0.0356967389301726 0.020054816498429 0.0174195796074788 0.0125701459034792 0.00886014264829664 0.00137689839866716 0.00383788762665029 0.0176659371288926 0.0260042516951522 0.00938937748427279 0.00287150035893754 0.0358386636853054
"least" 0.0384525004806563 0.041649120046647 0.0436456996148909 0.0221006387623642 0.0170957488571175 0.0145692952103442 0.0200352620612278 0.0302047884657981 0.0192239035509296 0.0138459899882842 0.0146011157685966 0.0173473702470916 0.00345452312227477 0.020054816498429 0.00464522122866102 0.00628507295173962 0.0103368330896794 0.0220303743786746 0.0483573840957937 0.0372947561609956 0.0325053146189402 0.0219085474633032 0.0229720028715004 0.0116865207669474
"david" 0.00106812501335156 0.0023138400025915 0.00205391527599487 0 0 0 0.00080141048244911 0 0 0.00106507615294494 0 0 0.136069827427378 0 0 0.00179573512906846 0.00147669044138277 0.00137689839866716 0 0 0.000650106292378804 0 0 0
"seeing" 0.00961312512016406 0.0134202720150307 0.0164313222079589 0.0210225588227367 0.0145630453227297 0.013840830449827 0.00881551530694021 0.00604095769315962 0.0146467836578511 0.017041218447119 0.010342457002756 0.0135526330055403 0.059494564883621 0.020054816498429 0.00929044245732203 0.00897867564534231 0.0236270470621244 0.00550759359466865 0.013816395455941 0.0166844961772875 0.0143023384323337 0.0203436512159244 0.0287150035893754 0.0179193318426527
"opened" 0.0325778129072227 0.0236011680264333 0.0323491655969191 0.0215615987925505 0.0291260906454595 0.0356947732653433 0.00881551530694021 0.0342320935945712 0.0183084795723139 0.0303546703589307 0.0170346350633628 0.0211421074886429 0 0 0.00464522122866102 0.011672278338945 0.0162435948552105 0.00963828879067014 0.0145839729812711 0.0294432285481544 0.0195031887713641 0.0422521986792276 0.0201005025125628 0.0693400232172213
"attacking" 0 0.0004627680005183 0 0 0 0 0 0 0 0.000532538076472468 0 0.000542105320221613 0.137989006939753 0 0 0 0 0 0 0 0.000650106292378804 0 0 0.00077910138446316
"stopped" 0.0240328128004102 0.0111064320124392 0.00718870346598203 0.0377327978869633 0.0335583218306381 0.045164815152067 0.0160282096489822 0.0402730512877308 0.0247164474226238 0.00692299499414208 0.00912569735537291 0.00921579044376741 0.00326260517103728 0.00668493883280968 0.0267100220648008 0.0332210998877666 0.019196975737976 0.0413069519600149 0.00307031010132023 0.0176659371288926 0.00195031887713641 0.0281681324528184 0.0272792534099067 0.125435322898569
"glad" 0.0234987502937344 0.0291543840326529 0.0261874197689345 0.024795838611433 0.0170957488571175 0.00437078856310326 0.0248437249559224 0.022150178208252 0.0265472953798552 0.0399403557354351 0.0328525104793425 0.0341526351739616 0.00364644107351225 0 0.0255487167576356 0.0413019079685746 0.0251037375035071 0.0275379679733432 0.0115136628799509 0.0137401733224721 0.0175528698942277 0.0109542737316516 0.00287150035893754 0.0249312443028211
"trouble" 0.0202943752536797 0.0189734880212503 0.0112965340179718 0.0107807993962752 0.0151962212063267 0.0116554361682754 0.0128225677191858 0.0181228730794789 0.0219701754867767 0.0106507615294494 0.0200765341818204 0.0113842117246539 0.0182322053675613 0.0133698776656194 0.190454070375102 0.0727272727272727 0.032487189710421 0.0413069519600149 0.013048817930611 0.00687008666123603 0.00325053146189402 0.00782448123689399 0.00143575017946877 0.00623281107570528
"silent" 0.0224306252803828 0.0254522400285065 0.0189987163029525 0.00970271945664771 0.0202616282751023 0.013840830449827 0.0128225677191858 0.0161092205150923 0.0109850877433884 0.0351475130471829 0.0425865876584069 0.0515000054210532 0.000191917951237487 0.020054816498429 0.0267100220648008 0.00359147025813692 0.0162435948552105 0.00826139039200297 0.0176542830825913 0.033368992354575 0.0273044642799098 0.015648962473788 0.0301507537688442 0.0553161982968844
"afraid" 0.0186921877336523 0.0124947360139941 0.0061617458279846 0.0221006387623642 0.0240606835766839 0.0123839009287926 0.0152267991665331 0.0181228730794789 0.0256318714012395 0.0452657365001598 0.0511039051900883 0.0428263202975074 0.0126665847816741 0 0.0290326326791313 0.0152637485970819 0.00295338088276555 0.0261610695746761 0.026865213386552 0.0284617875965493 0.00520085033903043 0.0062595849895152 0.0114860014357502 0.0218148387649685
"turn" 0.0299075003738438 0.0356331360399091 0.027214377406932 0.0258739185510606 0.0208948041586992 0.0225824075760335 0.0168296201314313 0.0201365256438654 0.0238010234440081 0.0213015230588987 0.00973407717906443 0.0151789489662052 0.00191917951237487 0.0401096329968581 0.00232261061433051 0.0377104377104377 0.0251037375035071 0.0495683423520178 0.0253300583358919 0.0255174647417338 0.0273044642799098 0.0172138587211668 0.0373295046661881 0.0179193318426527
"past" 0.0197603127470039 0.0152713440171039 0.0220795892169448 0.0123979193057165 0.0177289247407145 0.0189400837734475 0.028850777368168 0.0281911359014116 0.0402786550590906 0.0165086803706465 0.0188597745344373 0.0222263181290861 0.00403027697598723 0.00668493883280968 0.00812913715015678 0.00628507295173962 0.0177202852965933 0.00413069519600149 0.0291679459625422 0.0284617875965493 0.0377061649579706 0.0532064724108792 0.0459440057430007 0.0646654149104423
"feet" 0.021896562773707 0.0171224160191771 0.0169448010269576 0.0183273589736679 0.0303924424126534 0.0320524494627572 0.0424747555698029 0.0463140089808904 0.0283781433370866 0.0388752795824901 0.0237268131239696 0.0314421085728535 0.000383835902474974 0 0.00696783184299152 0.00448933782267116 0.0280571183862727 0.0371762567640134 0.0184218606079214 0.0186473780804978 0.0227537202332581 0.0109542737316516 0.0157932519741565 0.0319431567629896
"lived" 0.0202943752536797 0.0152713440171039 0.0133504492939666 0.013475999245344 0.00886446237035724 0.0109269714077581 0.021638083026126 0.022150178208252 0.0192239035509296 0.0335498988177655 0.0133843561212136 0.0119263170448755 0.0322422158078978 0 0.0441296016722796 0.0143658810325477 0.0118135235310622 0.00413069519600149 0.0161191280319312 0.026498905693339 0.026654357987531 0.0297330287001972 0.0258435032304379 0.0257103456872843
"remember" 0.0272371878404648 0.0245267040274699 0.0354300385109114 0.0242567986416193 0.00633175883596946 0.0262247313786196 0.0240423144734733 0.0362457461589577 0.0192239035509296 0.0127809138353392 0.00608379823691527 0.0086736851235458 0.0109393232205368 0 0.0301939379862966 0.011672278338945 0.0383939514759521 0.0178996791826731 0.0245624808105619 0.00981440951605147 0.0188530824789853 0.054771368658258 0.0229720028715004 0.0529788941434949
"spoke" 0.0245668753070859 0.0314682240352444 0.0395378690629012 0.0177883190038541 0.0360910253650259 0.0291385904206884 0.0184324410963295 0.0201365256438654 0.0357015351660121 0.0223665992118436 0.0158178754159797 0.0146368436459835 0.0015353436098999 0 0.0150969689931483 0.00628507295173962 0.0177202852965933 0.00413069519600149 0.0207245931839116 0.033368992354575 0.0273044642799098 0.015648962473788 0.0201005025125628 0.0373968664542317
"existing" 0 0.0009255360010366 0 0.00161711990944129 0.000633175883596946 0 0.00080141048244911 0 0 0.00106507615294494 0 0.00162631596066484 0.130504206841491 0 0 0 0 0 0 0 0.00455074404665163 0 0 0.00155820276892632
"manner" 0.0208284377603555 0.0300799200336895 0.0349165596919127 0.0501307171926798 0.046221839502577 0.0670187579675833 0.0152267991665331 0.00805461025754616 0.0137313596792354 0.0143785280647566 0.011559216650139 0.0146368436459835 0.00230301541484984 0 0.00464522122866102 0.000897867564534231 0.0147669044138277 0.00963828879067014 0.0322382560638624 0.00490720475802573 0.026654357987531 0.00938937748427279 0.0100502512562814 0.019477534611579
"alfred" 0 0 0.00821566110397946 0 0 0 0 0 0.000915423978615696 0.0175737565235914 0.00425865876584069 0 0.120908309279617 0 0 0 0.00443007132414832 0.0110151871893373 0 0 0 0 0 0.00155820276892632
"given" 0.0336459379205742 0.0296171520331712 0.0338896020539153 0.0221006387623642 0.0189952765079084 0.0101985066472409 0.0304535983330662 0.0140955679507058 0.0128159357006197 0.0202364469059538 0.0194681543581289 0.0130105276853187 0.00978781551311183 0.00668493883280968 0.00580652653582627 0.00179573512906846 0.0118135235310622 0.0178996791826731 0.026865213386552 0.0343504333061801 0.0422569090046223 0.0219085474633032 0.0258435032304379 0.0171402304581895
